,short_title,icd9_code,long_title
7128,Del w 2 deg lacerat-del,66411,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition"
7129,Del w 2 deg lac-postpart,66414,"Second-degree perineal laceration, postpartum condition or complication"
7130,Del w 3 deg lacerat-unsp,66420,"Third-degree perineal laceration, unspecified as to episode of care or not applicable"
7131,Del w 3 deg lacerat-del,66421,"Third-degree perineal laceration, delivered, with or without mention of antepartum condition"
7132,Del w 3 deg lac-postpart,66424,"Third-degree perineal laceration, postpartum condition or complication"
7133,Del w 4 deg lacerat-unsp,66430,"Fourth-degree perineal laceration, unspecified as to episode of care or not applicable"
7134,Del w 4 deg lacerat-del,66431,"Fourth-degree perineal laceration, delivered, with or without mention of antepartum condition"
7135,Del w 4 deg lac-postpart,66434,"Fourth-degree perineal laceration, postpartum condition or complication"
7136,Ob perineal lac NOS-unsp,66440,"Unspecified perineal laceration, unspecified as to episode of care or not applicable"
7137,Ob perineal lac NOS-del,66441,"Unspecified perineal laceration, delivered, with or without mention of antepartum condition"
7138,Perineal lac NOS-postpar,66444,"Unspecified perineal laceration, postpartum condition or complication"
7139,Ob perineal hematom-unsp,66450,"Vulvar and perineal hematoma, unspecified as to episode of care or not applicable"
7140,Ob perineal hematoma-del,66451,"Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition"
7141,Perin hematoma-postpart,66454,"Vulvar and perineal hematoma, postpartum condition or complication"
7142,Anal sphincter tear NOS,66460,"Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, unspecified as to episode of care or not applicable"
7143,Anal sphincter tear-del,66461,"Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, delivered, with or without mention of antepartum condition"
7144,Anal sphinctr tear w p/p,66464,"Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, postpartum condition or complication"
7145,Ob perin traum NEC-unsp,66480,"Other specified trauma to perineum and vulva, unspecified as to episode of care or not applicable"
7146,Ob perineal trau NEC-del,66481,"Other specified trauma to perineum and vulva, delivered, with or without mention of antepartum condition"
7147,Cervical shortening-del,64971,"Cervical shortening, delivered, with or without mention of antepartum condition"
7148,Contact drmatitis-animal,69284,Contact dermatitis and other eczema due to animal (cat) (dog) dander
7149,Dermatitis NEC,69289,Contact dermatitis and other eczema due to other specified agents
7150,Dermatitis NOS,6929,"Contact dermatitis and other eczema, unspecified cause"
7151,Drug dermatitis NOS,6930,Dermatitis due to drugs and medicines taken internally
7152,Dermat d/t food ingest,6931,Dermatitis due to food taken internally
7153,Dermat d/t int agent NEC,6938,Dermatitis due to other specified substances taken internally
7154,Dermat d/t int agent NOS,6939,Dermatitis due to unspecified substance taken internally
7155,Dermatitis herpetiformis,6940,Dermatitis herpetiformis
7156,Subcorneal pust dermatos,6941,Subcorneal pustular dermatosis
7157,Juven dermat herpetiform,6942,Juvenile dermatitis herpetiformis
7158,Impetigo herpetiformis,6943,Impetigo herpetiformis
7159,Pemphigus,6944,Pemphigus
7160,Pemphigoid,6945,Pemphigoid
7161,Bn mucous memb pemph NOS,69460,Benign mucous membrane pemphigoid without mention of ocular involvement
7162,Ocular pemphigus,69461,Benign mucous membrane pemphigoid with ocular involvement
7163,Bullous dermatoses NEC,6948,Other specified bullous dermatoses
7164,Bullous dermatoses NOS,6949,Unspecified bullous dermatoses
7165,Toxic erythema,6950,Toxic erythema
7166,Erythema multiforme NOS,69510,"Erythema multiforme, unspecified"
7167,Erythma multiforme minor,69511,Erythema multiforme minor
7168,Erythema multiforme maj,69512,Erythema multiforme major
7169,Stevens-Johnson syndrome,69513,Stevens-Johnson syndrome
7170,Stevens-Johnson-TEN syn,69514,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome
7171,Toxic epidrml necrolysis,69515,Toxic epidermal necrolysis
7172,Erythema multiforme NEC,69519,Other erythema multiforme
7173,Erythema nodosum,6952,Erythema nodosum
7174,Rosacea,6953,Rosacea
7175,Lupus erythematosus,6954,Lupus erythematosus
7176,Exfol d/t eryth <10% bdy,69550,Exfoliation due to erythematous condition involving less than 10 percent of body surface
7177,Exfl d/t eryth 10-19 bdy,69551,Exfoliation due to erythematous condition involving 10-19 percent of body surface
7178,Exfl d/t eryth 20-29 bdy,69552,Exfoliation due to erythematous condition involving 20-29 percent of body surface
7179,Exfl d/t eryth 30-39 bdy,69553,Exfoliation due to erythematous condition involving 30-39 percent of body surface
7180,Exfl d/t eryth 40-49 bdy,69554,Exfoliation due to erythematous condition involving 40-49 percent of body surface
7181,Unilat cleft lip-imcompl,74912,"Cleft lip, unilateral, incomplete"
7182,Bilat cleft lip-complete,74913,"Cleft lip, bilateral, complete"
7183,Bilat cleft lip-incompl,74914,"Cleft lip, bilateral, incomplete"
7184,Cleft palate & lip NOS,74920,"Cleft palate with cleft lip, unspecified"
7185,Unil cleft palat/lip-com,74921,"Cleft palate with cleft lip, unilateral, complete"
7186,Unil cleft palat/lip-inc,74922,"Cleft palate with cleft lip, unilateral, incomplete"
7187,Bilat clft palat/lip-com,74923,"Cleft palate with cleft lip, bilateral, complete"
7188,Bilat clft palat/lip-inc,74924,"Cleft palate with cleft lip, bilateral, incomplete"
7189,Cleft palate & lip NEC,74925,Other combinations of cleft palate with cleft lip
7190,Tongue tie,7500,Tongue tie
7191,Tongue anomaly NOS,75010,"Congenital anomaly of tongue, unspecified"
7192,Aglossia,75011,Aglossia
7193,Cong adhesions of tongue,75012,Congenital adhesions of tongue
7194,Cong fissure of tongue,75013,Fissure of tongue
7195,Cong macroglossia,75015,Macroglossia
7196,Microglossia,75016,Microglossia
7197,Tongue anomaly NEC,75019,Other congenital anomalies of tongue
7198,Salivary gland absence,75021,Absence of salivary gland
7199,Accessory salivary gland,75022,Accessory salivary gland
7200,"Cong atresia, saliv duct",75023,"Atresia, salivary duct"
7201,Cong salivary fistula,75024,Congenital fistula of salivary gland
7202,Congenital lip fistula,75025,Congenital fistula of lip
7203,Mouth anomaly NEC,75026,Other specified anomalies of mouth
7204,Diverticulum of pharynx,75027,Diverticulum of pharynx
7205,Pharyngeal anomaly NEC,75029,Other specified anomalies of pharynx
7206,Cong esoph fistula/atres,7503,"Tracheoesophageal fistula, esophageal atresia and stenosis"
7207,Esophageal anomaly NEC,7504,Other specified anomalies of esophagus
7208,Cong pyloric stenosis,7505,Congenital hypertrophic pyloric stenosis
7209,Congenital hiatus hernia,7506,Congenital hiatus hernia
7210,Gastric anomaly NEC,7507,Other specified anomalies of stomach
7211,Upper GI anomaly NEC,7508,Other specified anomalies of upper alimentary tract
7212,Upper GI anomaly NOS,7509,Unspecified anomaly of upper alimentary tract
7213,Meckel's diverticulum,7510,Meckel's diverticulum
7214,Atresia small intestine,7511,Atresia and stenosis of small intestine
7215,Atresia large intestine,7512,"Atresia and stenosis of large intestine, rectum, and anal canal"
7216,Hirschsprung's disease,7513,Hirschsprung's disease and other congenital functional disorders of colon
7217,Intestinal fixation anom,7514,Anomalies of intestinal fixation
7218,Intestinal anomaly NEC,7515,Other anomalies of intestine
7219,Biliary & liver anom NOS,75160,"Unspecified anomaly of gallbladder, bile ducts, and liver"
7220,Biliary atresia,75161,Biliary atresia
7221,Cong cystic liver dis,75162,Congenital cystic disease of liver
7222,Biliary & liver anom NEC,75169,"Other anomalies of gallbladder, bile ducts, and liver"
7223,Pancreas anomalies,7517,Anomalies of pancreas
7224,Anom digestive syst NEC,7518,Other specified anomalies of digestive system
7225,Anom digestive syst NOS,7519,Unspecified anomaly of digestive system
7226,Anomalies of ovaries,7520,Anomalies of ovaries
7227,Tubal/broad lig anom NOS,75210,Unspecified anomaly of fallopian tubes and broad ligaments
7228,Embryonic cyst of adnexa,75211,Embryonic cyst of fallopian tubes and broad ligaments
7229,Tubal/broad lig anom NEC,75219,Other anomalies of fallopian tubes and broad ligaments
7230,Doubling of uterus,7522,Doubling of uterus
7231,Agenesis of uterus,75231,Agenesis of uterus
7232,Hypoplasia of uterus,75232,Hypoplasia of uterus
7233,Unicornuate uterus,75233,Unicornuate uterus
7234,Bicornuate uterus,75234,Bicornuate uterus
7235,Septate uterus,75235,Septate uterus
7236,Arcuate uterus,75236,Arcuate uterus
7237,Anomalies of uterus NEC,75239,Other anomalies of uterus
7238,Cervix/fem gen anom NOS,75240,"Unspecified anomaly of cervix, vagina, and external female genitalia"
7239,Embryon cyst fem gen NEC,75241,"Embryonic cyst of cervix, vagina, and external female genitalia"
7240,Imperforate hymen,75242,Imperforate hymen
7241,Cervical agenesis,75243,Cervical agenesis
7242,Cervical duplication,75244,Cervical duplication
7243,Vaginal agenesis,75245,Vaginal agenesis
7244,Transv vaginal septum,75246,Transverse vaginal septum
7245,Longitud vaginal septum,75247,Longitudinal vaginal septum
7246,Cervix/fem gen anom NEC,75249,"Other anomalies of cervix, vagina, and external female genitalia"
7247,Undescended testis,75251,Undescended testis
7248,Retractile testis,75252,Retractile testis
7249,Hypospadias,75261,Hypospadias
