,icd9_code,short_title,long_title
2418,6370,Male sterilization NOS,"Male sterilization procedure, not otherwise specified"
2419,6371,Ligation of vas deferens,Ligation of vas deferens
2420,6372,Spermatic cord ligation,Ligation of spermatic cord
2421,6373,Vasectomy,Vasectomy
2422,6381,Suture vas & epidid lac,Suture of laceration of vas deferens and epididymis
2423,6382,Postop vas reconstruct,Reconstruction of surgically divided vas deferens
2424,6383,Epididymovasostomy,Epididymovasostomy
2425,6384,Removal vas ligature,Removal of ligature from vas deferens
2426,6385,Remov vas deferens valve,Removal of valve from vas deferens
2427,6389,Vas & epididy repair NEC,Other repair of vas deferens and epididymis
2428,6391,Spermatocele aspiration,Aspiration of spermatocele
2429,6392,Epididymotomy,Epididymotomy
2430,6393,Spermatic cord incision,Incision of spermatic cord
2431,6394,Sperm cord adhesiolysis,Lysis of adhesions of spermatic cord
2432,6395,Insert valve in vas def,Insertion of valve in vas deferens
2433,6399,Cord/epid/vas ops NEC,"Other operations on spermatic card, epididymis, and vas deferens"
2434,640,Circumcision,Circumcision
2435,6411,Penile biopsy,Biopsy of penis
2436,6419,Penile diagnost proc NEC,Other diagnostic procedures on penis
2437,642,Local excis penile les,Local excision or destruction of lesion of penis
2438,643,Amputation of penis,Amputation of penis
2439,6442,Release of chordee,Release of chordee
2440,6443,Construction of penis,Construction of penis
2441,6444,Reconstruction of penis,Reconstruction of penis
2442,6445,Replantation of penis,Replantation of penis
2443,6449,Penile repair NEC,Other repair of penis
2444,645,Sex transformat op NEC,"Operations for sex transformation, not elsewhere classified"
2445,6563,Lap remove ovaries/tubes,Laparoscopic removal of both ovaries and tubes at same operative episode
2446,6564,Lap remove rem ova/tube,Laparoscopic removal of remaining ovary and tube
2447,6571,Oth simple suture ovary,Other simple suture of ovary
2448,6572,Oth reimplant of ovary,Other reimplantation of ovary
2449,6573,Oth salpingo-oophoroplas,Other salpingo-oophoroplasty
2450,6574,Lap simple suture ovary,Laparoscopic simple suture of ovary
2451,6575,Lap reimplant of ovary,Laparoscopic reimplantation of ovary
2452,6576,Lap salpingo-oophoroplas,Laparoscopic salpingo-oophoroplasty
2453,6579,Repair of ovary NEC,Other repair of ovary
2454,6581,Lap adhesiolys ova/tube,Laparoscopic lysis of adhesions of ovary and fallopian tube
2455,6589,Adhesiolysis ovary/tube,Other lysis of adhesions of ovary and fallopian tube
2456,6611,Fallopian tube biopsy,Biopsy of fallopian tube
2457,6619,Fallop tube dx proc NEC,Other diagnostic procedures on fallopian tubes
2458,6621,Bilat endosc crush tube,Bilateral endoscopic ligation and crushing of fallopian tubes
2459,6622,Bilat endosc divis tube,Bilateral endoscopic ligation and division of fallopian tubes
2460,6629,Bilat endos occ tube NEC,Other bilateral endoscopic destruction or occlusion of fallopian tubes
2461,6631,Bilat tubal crushing NEC,Other bilateral ligation and crushing of fallopian tubes
2462,6632,Bilat tubal division NEC,Other bilateral ligation and division of fallopian tubes
2463,6639,Bilat tubal destruct NEC,Other bilateral destruction or occlusion of fallopian tubes
2464,664,Total unilat salpingect,Total unilateral salpingectomy
2465,6591,Aspiration of ovary,Aspiration of ovary
2466,6592,Transplantation of ovary,Transplantation of ovary
2467,6593,Manual rupt ovarian cyst,Manual rupture of ovarian cyst
2468,6594,Ovarian denervation,Ovarian denervation
2469,6595,Ovarian torsion release,Release of torsion of ovary
2470,6599,Ovarian operation NEC,Other operations on ovary
2471,6601,Salpingotomy,Salpingotomy
2472,6602,Salpingostomy,Salpingostomy
2473,6497,Ins inflate penis prosth,Insertion or replacement of inflatable penile prosthesis
2474,6498,Penile operation NEC,Other operations on penis
2475,6499,Male genital op NEC,Other operations on male genital organs
2476,6501,Laparoscopic oophorotomy,Laparoscopic oophorotomy
2477,6509,Other oophorotomy,Other oophorotomy
2478,6511,Ovarian aspirat biopsy,Aspiration biopsy of ovary
2479,6512,Ovarian biopsy NEC,Other biopsy of ovary
2480,6513,Lap biopsy of ovary,Laparoscopic biopsy of ovary
2481,6514,Oth lap dx proc ovaries,Other laparoscopic diagnostic procedures on ovaries
2482,6519,Ovarian dx procedure NEC,Other diagnostic procedures on ovaries
2483,6521,Ovarian cyst marsupializ,Marsupialization of ovarian cyst
2484,6522,Ovarian wedge resection,Wedge resection of ovary
2485,6523,Lap marsup ovarian cyst,Laparoscopic marsupialization of ovarian cyst
2486,6524,Lap wedge resect ovary,Laparoscopic wedge resection of ovary
2487,6525,Oth lap loc exc dest ova,Other laparoscopic local excision or destruction of ovary
2488,6529,Local destr ova les NEC,Other local excision or destruction of ovary
2489,6531,Lap unilat oophorectomy,Laparoscopic unilateral oophorectomy
2490,6539,Oth unilat oophorectomy,Other unilateral oophorectomy
2491,6541,Lap uni salpingo-oophor,Laparoscopic unilateral salpingo-oophorectomy
2492,6549,Oth uni salpingo-oophor,Other unilateral salpingo-oophorectomy
2493,6551,Oth remove both ovaries,Other removal of both ovaries at same operative episode
2494,6552,Oth remove remain ovary,Other removal of remaining ovary
2495,6553,Lap remove both ovaries,Laparoscopic removal of both ovaries at same operative episode
2496,6554,Lap remove remain ovary,Laparoscopic removal of remaining ovary
2497,6561,Oth remove ovaries/tubes,Other removal of both ovaries and tubes at same operative episode
2498,6562,Oth remove rem ova/tube,Other removal of remaining ovary and tube
2499,8162,Fus/refus 2-3 vertebrae,Fusion or refusion of 2-3 vertebrae
2500,8163,Fus/refus 4-8 vertebrae,Fusion or refusion of 4-8 vertebrae
2501,8164,Fus/refus 9 vertebrae,Fusion or refusion of 9 or more vertebrae
2502,8165,Percutan vertebroplasty,Percutaneous vertebroplasty
2503,8166,Percut vertebral augment,Percutaneous vertebral augmentation
2504,8171,Arthroplas metacarp wit,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant
2505,8172,Arthroplasty metacar w/o,Arthroplasty of metacarpophalangeal and interphalangeal joint without implant
2506,8173,Total wrist replacement,Total wrist replacement
2507,8174,Arthroplasty carpal wit,Arthroplasty of carpocarpal or carpometacarpal joint with implant
2508,8175,Arthroplasty carpal w/o,Arthroplasty of carpocarpal or carpometacarpal joint without implant
2509,8179,Oth repair han/fin/wris,"Other repair of hand, fingers, and wrist"
2510,8180,Oth totl shouldr replace,Other total shoulder replacement
2511,8181,Partial shoulder replace,Partial shoulder replacement
2512,8182,Rep recur shlder disloc,Repair of recurrent dislocation of shoulder
2513,8183,Shoulder arthroplast NEC,Other repair of shoulder
2514,8184,Total elbow replacement,Total elbow replacement
2515,8185,Elbow arthroplasty NEC,Other repair of elbow
2516,8188,Rvrs totl shldr replacmt,Reverse total shoulder replacement
2517,8191,Arthrocentesis,Arthrocentesis
2518,8192,Injection into joint,Injection of therapeutic substance into joint or ligament
2519,8193,Sutur capsul/ligamen arm,Suture of capsule or ligament of upper extremity
2520,8194,Suture capsul/lig ank/ft,Suture of capsule or ligament of ankle and foot
2521,8195,Sutur capsul/lig leg NEC,Suture of capsule or ligament of other lower extremity
2522,8196,Other repair of joint,Other repair of joint
2523,8197,Rev jt repl upper extrem,Revision of joint replacement of upper extremity
2524,8198,Other joint dx procedure,Other diagnostic procedures on joint structures
2525,8199,Joint structure op NEC,Other operations on joint structures
2526,8201,Explor tend sheath-hand,Exploration of tendon sheath of hand
2527,8202,Myotomy of hand,Myotomy of hand
2528,8203,Bursotomy of hand,Bursotomy of hand
2529,8204,I & d palmar/thenar spac,Incision and drainage of palmar or thenar space
2530,8209,Inc soft tissue hand NEC,Other incision of soft tissue of hand
2531,8211,Tenotomy of hand,Tenotomy of hand
2532,8212,Fasciotomy of hand,Fasciotomy of hand
2533,8219,Div soft tissue hand NEC,Other division of soft tissue of hand
2534,8221,Exc les tend sheath hand,Excision of lesion of tendon sheath of hand
2535,6769,Cervical repair NEC,Other repair of cervix
2536,680,Hysterotomy,Hysterotomy
2537,6811,Digital exam of uterus,Digital examination of uterus
2538,6812,Hysteroscopy,Hysteroscopy
2539,6813,Open uterine biopsy,Open biopsy of uterus
2540,6814,Open uterine ligament bx,Open biopsy of uterine ligaments
2541,6815,Clos uterine ligament bx,Closed biopsy of uterine ligaments
2542,6816,Closed uterine biopsy,Closed biopsy of uterus
2543,6819,Uterus/adnex dx proc NEC,Other diagnostic procedures on uterus and supporting structures
2544,6821,Endomet synechiae divis,Division of endometrial synechiae
2545,6822,Incision uterine septum,Incision or excision of congenital septum of uterus
2546,6823,Endometrial ablation,Endometrial ablation
2547,6824,Uterine art emb w coils,Uterine artery embolization [UAE] with coils
2548,6825,Uterine art emb w/o coil,Uterine artery embolization [UAE] without coils
2549,6829,Uterine les destruct NEC,Other excision or destruction of lesion of uterus
2550,6831,Lap scervic hysterectomy,Laparoscopic supracervical hysterectomy [LSH]
2551,6839,Subtotl abd hyst NEC/NOS,Other and unspecified subtotal abdominal hysterectomy
2552,6841,Lap total abdominal hyst,Laparoscopic total abdominal hysterectomy
2553,6849,Total abd hyst NEC/NOS,Other and unspecified total abdominal hysterectomy
2554,6851,Lap ast vag hysterectomy,Laparoscopically assisted vaginal hysterectomy (LAVH)
2555,6859,Vag hysterectomy NEC/NOS,Other and unspecified vaginal hysterectomy
2556,7491,Hysterotomy to termin pg,Hysterotomy to terminate pregnancy
2557,7956,Op red-tibia/fib epiphys,"Open reduction of separated epiphysis, tibia and fibula"
2558,7959,Open red-sep epiphy NEC,"Open reduction of separated epiphysis, other specified bone"
2559,7960,Open fx site debride NOS,"Debridement of open fracture, unspecified site"
2560,7961,Debrid open fx-humerus,"Debridement of open fracture site, humerus"
2561,7962,Debrid opn fx-radius/uln,"Debridement of open fracture site, radius and ulna"
2562,7963,Debrid opn fx-metac/car,"Debridement of open fracture site, carpals and metacarpals"
2563,7964,Debrid opn fx-finger,"Debridement of open fracture site, phalanges of hand"
2564,7965,Debrid opn fx-femur,"Debridement of open fracture site, femur"
2565,7966,Debrid opn fx-tibia/fib,"Debridement of open fracture site, tibia and fibula"
2566,7967,Debrid opn fx-metat/tar,"Debridement of open fracture site, tarsals and metatarsals"
2567,7968,Debrid opn fx-toe,"Debridement of open fracture site, phalanges of foot"
2568,7969,Open fx site debride NEC,"Debridement of open fracture site, other specified bone"
2569,7970,Cl reduc disloc NOS,Closed reduction of dislocation of unspecified site
2570,7971,Cl reduc disloc-shoulder,Closed reduction of dislocation of shoulder
2571,7972,Cl reduc disloc-elbow,Closed reduction of dislocation of elbow
2572,7973,Cl reduc disloc-wrist,Closed reduction of dislocation of wrist
2573,7974,Cl reduc disloc-hand/fng,Closed reduction of dislocation of hand and finger
2574,7975,Cl reduc disloc-hip,Closed reduction of dislocation of hip
2575,7976,Cl reduc disloc-knee,Closed reduction of dislocation of knee
2576,7977,Cl reduc disloc-ankle,Closed reduction of dislocation of ankle
2577,7978,Cl reduc disloc-foot/toe,Closed reduction of dislocation of foot and toe
2578,7979,Cl reduc dislocation NEC,Closed reduction of dislocation of other specified sites
2579,7980,Open reduc-dislocat NOS,Open reduction of dislocation of unspecified site
2580,7981,Opn reduc disloc-shouldr,Open reduction of dislocation of shoulder
2581,7982,Open reduc-elbow disloc,Open reduction of dislocation of elbow
2582,7983,Open reduc-wrist disloc,Open reduction of dislocation of wrist
2583,7984,Opn reduc disloc-hand,Open reduction of dislocation of hand and finger
2584,7985,Open reduc-hip dislocat,Open reduction of dislocation of hip
2585,7986,Open reduc-knee dislocat,Open reduction of dislocation of knee
2586,7987,Open reduc-ankle disloc,Open reduction of dislocation of ankle
2587,7988,Opn reduc disloc-ft/toe,Open reduction of dislocation of foot and toe
2588,7989,Open reduc-dislocat NEC,Open reduction of dislocation of other specified sites
2589,7990,Unspec op bone inj NOS,"Unspecified operation on bone injury, unspecified site"
2590,7991,Humerus injury op NOS,"Unspecified operation on bone injury, humerus"
2591,7992,Radius/ulna inj op NOS,"Unspecified operation on bone injury, radius and ulna"
2592,7993,Metacarp/carp inj op NOS,"Unspecified operation on bone injury, carpals and metacarpals"
2593,7994,Finger injury op NOS,"Unspecified operation on bone injury, phalanges of hand"
2594,7995,Femur injury op NOS,"Unspecified operation on bone injury, femur"
2595,8222,Excision hand muscle les,Excision of lesion of muscle of hand
2596,8229,Exc les sft tiss hnd NEC,Excision of other lesion of soft tissue of hand
2597,8231,Bursectomy of hand,Bursectomy of hand
2598,8232,Excis hand tend for grft,Excision of tendon of hand for graft
2599,8233,Hand tenonectomy NEC,Other tenonectomy of hand
2600,8234,Exc hnd mus/fas for grft,Excision of muscle or fascia of hand for graft
2601,8235,Hand fasciectomy NEC,Other fasciectomy of hand
2602,8236,Other myectomy of hand,Other myectomy of hand
2603,8239,Hand soft tissue exc NEC,Other excision of soft tissue of hand
2604,8241,Suture tendn sheath hand,Suture of tendon sheath of hand
2605,8242,Delay sut flex tend hand,Delayed suture of flexor tendon of hand
2606,8243,Delay sut hand tend NEC,Delayed suture of other tendon of hand
2607,8244,Sutur flex tend hand NEC,Other suture of flexor tendon of hand
2608,8245,Suture hand tendon NEC,Other suture of other tendon of hand
2609,8246,Suture hand muscle/fasc,Suture of muscle or fascia of hand
2610,8251,Hand tendon advancement,Advancement of tendon of hand
2611,8252,Hand tendon recession,Recession of tendon of hand
2612,8253,Hand tendon reattachment,Reattachment of tendon of hand
2613,8254,Hand muscle reattachment,Reattachment of muscle of hand
2614,8255,Chng hnd mus/ten lng NEC,Other change in hand muscle or tendon length
2615,8256,Transplant hand tend NEC,Other hand tendon transfer or transplantation
2616,8257,Transposit hand tend NEC,Other hand tendon transposition
2617,8258,Transplant hand musc NEC,Other hand muscle transfer or transplantation
2618,8259,Transposit hand musc NEC,Other hand muscle transposition
2619,8261,Pollicization operation,Pollicization operation carrying over nerves and blood supply
